t,T4,T3,TSH,Bcells,Plasma,CD4,Cytokine,FTS,Ab
0.0,0.28562598151085733,0.006243348121600085,1.868485732307217,92.90346822636619,19.622211746582714,100.08710063802873,5.102358980751775e9,5.343260068825792,2.026569345949297e9
4.169958237476e-7,0.30797386323272025,0.006729538531059473,1.797541911053912,97.83936980103296,20.484915780012063,95.99686898586188,5.049215627957843e9,1.1626080078302845,2.005798034810338e9
1.4180334535309469e-6,0.32025061270906724,0.007570943203446867,1.8328680505616108,101.03287173657401,19.57919369411977,112.08036078009405,5.097827296905524e9,1.1117751530550641,2.0491572418293169e9
0.0574757018687979,0.3298288989302629,0.006633626024601314,1.8838797333921193,108.72307139180907,19.855536455905817,99.91950013012226,5.142028978983634e9,1.1192118091426249,2.0629031148829477e9
1.7253305985275693,0.33705445345098933,0.006616730132530659,2.488515708934229,100.08436857746611,20.637527418608375,99.6372838435712,4.0722350372331657e9,1.2155745059986052,1.9639139757287598e9
7.71178991261641,0.30313474065809615,0.005847774619061106,1.850921246099896,93.8977084938165,20.670636540604875,100.83815759499487,3.5478572517500205e9,1.1259346687777525,1.733310747525393e9
13.264433659360591,0.3037042260687498,0.006342900838592536,2.7729577271215975,95.80188700830075,21.86448299145208,96.95476300547877,2.981195947406045e9,1.4140628225158705,1.9674083600286627e9
22.059618812698762,0.3032921396458395,0.005140426476713325,2.0532222567287506,83.62884648159435,24.44042233935821,100.4205759199372,3.0823511060419497e9,1.293430672672597,1.9640889788517027e9
27.823914351502307,0.29865566880528227,0.005291812406367177,1.2302611473581422,83.41505797766052,22.95476590064823,103.34087706438059,2.835661034850682e9,0.8933053680752562,1.749964303409394e9
34.28598995572169,0.3028972838909407,0.005373116907179509,1.7885900757984812,76.73374917088523,21.03039576063294,100.43871590106704,2.854211200557431e9,1.0974502963422599,2.1027500467241528e9
41.66025626227648,0.28329207438065995,0.00496939786401581,3.257687277485757,72.24136514813675,21.2099636268122,108.20054818857554,2.66650624077477e9,1.5187568561180405,1.903971440764995e9
48.0,0.2672509684950238,0.005010122495729762,2.0373875547971143,77.91298748795678,22.026868766698026,107.71321903963752,3.0142803470066395e9,1.2447418718780205,1.817153965510915e9
53.625628647352706,0.3092384201953435,0.005111975554331277,1.2402168246588625,75.88203092322048,18.95630390154995,110.50009220368352,3.185752451834259e9,0.9582738565185942,1.8824132453297844e9
59.16235435923287,0.258625886940618,0.004997531510030618,2.2365821557138044,72.53107532364471,19.183679215071216,104.09220588550595,2.722667571750844e9,1.2044617075248625,1.6884612936226714e9
67.05454456868681,0.26108413145730147,0.004286829571618266,3.4739695725807733,68.32127259333913,19.464778154678513,116.81216071407356,3.04314208336162e9,1.5371096451771333,1.6539254054937654e9
73.13233075479693,0.26604674045252,0.0046608875362265266,2.179400475113865,71.243557643358,17.839652620264875,108.07502607533192,3.149793436104693e9,1.2957353190962353,1.746934316281987e9
79.86317852046052,0.26915128475121936,0.004850528905244311,1.6638262903807026,63.7676060690459,18.205735088826824,115.29379259696495,3.130808102794884e9,1.1127696962402467,1.6047199319201064e9
85.24895476160923,0.24769892303612462,0.0041692115668337274,3.189223038930584,65.35751302040747,17.22137077794759,109.41270433149809,3.1339804811676407e9,1.540745442416557,1.6045781875106945e9
93.93266398093127,0.2452840112363765,0.0045664870276575014,3.3750611187446253,64.96537671976876,16.45826616608647,118.31971044806807,3.1362148319141045e9,1.6528383191127993,1.5221114051329596e9
97.58060663530618,0.24565964326800777,0.004265320702153949,2.2982511517589446,57.18829829546361,16.182819035689924,124.35407129069807,3.263298053455085e9,1.3860151454617728,1.3874885192340772e9
103.8509051535559,0.2236197773465085,0.0043455195272204235,1.9295833042304755,65.52912873898116,17.12656062451658,129.2159700915478,3.5745794631854496e9,1.304329643851159,1.2587838536109347e9
109.23024680748848,0.22047139419387873,0.0042175098244090214,3.7717504026653184,58.36349518836775,15.432273233932767,120.42755636905663,3.5505936378545685e9,1.8375334251086717,1.3335643596846707e9
117.92650267107096,0.23141343663884104,0.004283385325636474,3.8526486826881228,58.26692989360164,15.075483273219318,130.85135813703076,3.577091930639469e9,1.8647542490698101,1.2025640573844552e9
121.61460529207373,0.2127508706896756,0.0044840381597574105,2.612186506714284,56.87852460104278,14.696853538866334,133.7962300958096,3.5658426102774653e9,1.5076341183928055,1.1988470186048841e9
127.86285997777206,0.2097735892618817,0.004170792957639626,2.4537687023476753,54.77197276712198,14.74230044489382,128.4729805068267,3.285280398761854e9,1.735442718111246,1.3071187494719648e9
133.23723054822617,0.18867542120018346,0.004105547237276986,4.085244387233664,50.52187472585762,14.681318438243759,133.2929873686689,3.504306935104757e9,2.457649070273473,1.1404556854084535e9
141.93777957177875,0.20106782849759855,0.004277362344387169,4.563996802165893,49.891226011624255,14.16142757747977,139.79716410508533,3.889531648889025e9,2.192027610422916,1.0753504203179226e9
145.5176126119125,0.19952842961230358,0.004086956344382473,3.3008616118799647,51.47127233710629,13.06896989276466,138.9472264676058,3.701176356577606e9,2.2518092042175946,9.132732972774787e8
151.64999911737442,0.20654038564730595,0.00415851054564178,2.4435875066261463,49.58885504344962,13.372775248100476,143.85345514211127,4.374938510244845e9,2.05555049986719,9.13421293065449e8
156.93664454759667,0.1935614279830441,0.004153004002079795,5.006584114769668,54.57067437446193,13.247437490315594,133.0988861712976,3.956616377221922e9,2.5927158044027707,8.620117678999239e8
165.58541856397304,0.19156836470812574,0.003993227549423129,5.470465049847763,48.43136554236331,12.993006567960693,174.5829862819106,4.318459323161905e9,2.7573104860374955,7.96923115571952e8
170.67931068199215,0.2086487263993478,0.004184145033135702,3.0772376734618456,48.136971997195886,13.58344874693672,144.3159223567021,3.8262302526068964e9,2.173764949148209,7.031662577875217e8
177.37996513232028,0.19965580234749225,0.003910533511656606,3.6746597312738056,49.166240259459535,12.816597817513431,167.2754488414011,4.49701185877806e9,2.627576894429119,7.241231917679858e8
183.42247851184527,0.19629585232806807,0.004559635972009878,6.47410471362695,51.00750215929687,13.575851677027599,193.41464177245345,4.63992900849311e9,3.317860846232369,7.093043841473008e8
191.94038075711228,0.19292501199948203,0.004388327705299012,4.488259233863031,54.022666055961416,13.312675369007483,189.22761636496384,4.422707426771148e9,3.2377867894388683,5.784549717777629e8
194.56535178441843,0.20186649982676375,0.004142194265941214,3.3328270043252757,52.98250110952674,12.74083143368237,197.16401237234828,5.390291362121947e9,2.883911386765081,5.600791559772754e8
200.92463736051513,0.20171587111477146,0.004124694246793143,3.840964343338347,52.200452826434535,12.223622128505026,194.90774253907855,5.270318565371836e9,2.929135852954663,5.306552210995221e8
206.64530221991845,0.20162406700731808,0.004641866029228844,6.950904589603092,48.85878805449921,13.267639464243562,185.84336883378012,5.223014324166593e9,4.036071720673202,4.923036997685479e8
215.329653575319,0.20807221802848835,0.004338136388085851,4.957695504015858,55.12801857913098,13.091884947843624,217.38331470533518,5.333850865312676e9,3.80156333186913,4.382946219617155e8
217.71876712137913,0.20242103547877155,0.004841602672915088,3.6661090380686625,53.73963117823229,12.65303825643317,236.37255593658534,5.400249383559714e9,3.310908392918255,4.4863473504651356e8
223.88538888796896,0.19854168694823845,0.004348082022384951,2.8427318291478643,55.41095588215327,13.892527086918555,220.367299529621,5.220201834088329e9,3.1552674280098807,4.037321574293747e8
229.2895257182834,0.1836536325739869,0.00438123551123934,6.041672442012772,52.86831251643496,12.973815502793535,231.84838177814854,6.192422530597965e9,4.447083901216478,4.295677662848208e8
